word,J1,J2,J3,J4,J5,J6,J7,J8,J9,J10,J11,J12,非零平均排位,非零个数,综合评分,均值归一,个数归一,rate,0.7,,
concern,0.011031617,0.011407062,0.003477429,0.004973014,0.008824652,0.01133121,0.009066364,0.013835395,0.005666712,0.01052089,0.011542531,0.017674839,0.009945976,12,0.317051222,0.024358889,1,0,,,
educator,0.012944615,0.012623816,0.003477429,0.007183242,0.001707997,0.008998314,0.012219882,0.006324752,0.015583458,0.008329038,0.004488762,0.024744775,0.009885507,12,0.316937087,0.024195838,1,0,,,
world,0.012562015,0.017034546,0.005961307,0.012156256,0.002561996,0.015663731,0.009854743,0.005138861,0.00672922,0.013151112,0.008336273,0.009190916,0.009861748,12,0.316892243,0.024131776,1,0,,,
overall,0.013263447,0.008213085,0.00182151,0.006906963,0.014802641,0.015997002,0.017344349,0.004348267,0.014520949,0.008767408,0.008336273,0.003534968,0.009821405,12,0.316816096,0.024022995,1,0,,,
predict,0.01377358,0.010494497,0.002318286,0.004973014,0.011671313,0.010331397,0.011431502,0.009091831,0.016645966,0.023672001,0.001923755,0.001413987,0.009811761,12,0.316797893,0.02399699,1,0,,,
main,0.012625782,0.011407062,0.013578532,0.01519532,0.001707997,0.008998314,0.007095415,0.014625989,0.001770847,0.004383704,0.017313797,0.008483923,0.009765557,12,0.316710683,0.023872405,1,0,,,
element,0.007907055,0.009277744,0.015234451,0.010774863,0.001992663,0.010331397,0.004730277,0.007115346,0.00672922,0.007452297,0.023726314,0.011311897,0.009715294,12,0.316615813,0.023736875,1,0,,,
map,0.012944615,0.017338735,0.00447098,0.005249292,0.003985327,0.022995691,0.008277985,0.022136632,0.009562576,0.003068593,0.001282503,0.004948955,0.00968849,12,0.316565221,0.023664602,1,0,,,
explain,0.012115649,0.008213085,0.005464531,0.006906963,0.008255319,0.010664668,0.011431502,0.017393068,0.006020881,0.009644149,0.012825035,0.007069936,0.009667066,12,0.316524783,0.023606832,1,0,,,
small,0.00950122,0.006692143,0.003477429,0.008564635,0.026473955,0.005998876,0.004730277,0.005929455,0.006375051,0.01052089,0.01474879,0.012725884,0.009644884,12,0.316482915,0.023547021,1,0,,,
correlation,0.006823023,0.006083767,0.000662367,0.002762785,0.047539252,0.003332709,0.008672174,0.020160147,0.004958373,0.008329038,0.004488762,0.001413987,0.009602199,12,0.316402348,0.023431925,1,0,,,
follow,0.01358228,0.011863345,0.00712045,0.009117192,0.007401321,0.015997002,0.012614072,0.012649504,0.002833356,0.005260445,0.008977524,0.007776929,0.009599452,12,0.316397162,0.023424518,1,0,,,
although,0.013008381,0.010646592,0.002815062,0.008012078,0.01565664,0.014663919,0.008277985,0.009091831,0.009916746,0.010082519,0.004488762,0.008483923,0.00959537,12,0.316389458,0.023413511,1,0,,,
institution,0.006376657,0.007604708,0.002980653,0.00939347,0.001423331,0.010331397,0.005912846,0.005534158,0.022312678,0.025863853,0.005130014,0.012018891,0.009573555,12,0.316348283,0.023354689,1,0,,,
rate,0.007524456,0.007148426,0.002815062,0.009117192,0.041276596,0.005998876,0.007095415,0.005929455,0.01381261,0.007013926,0.006412517,0.000706994,0.00957096,12,0.316343386,0.023347694,1,0,,,
domain,0.014028646,0.016730358,0.00712045,0.010498584,0.004554659,0.027994754,0.005518656,0.001976485,0.006020881,0.003068593,0.012183783,0.004948955,0.009553734,12,0.316310871,0.023301244,1,0,,,
lead,0.009947586,0.009429838,0.005133348,0.012985091,0.012809978,0.01133121,0.008277985,0.008301237,0.006375051,0.007890667,0.011542531,0.010604903,0.009552452,12,0.316308452,0.023297788,1,0,,,
right,0.017982174,0.001673036,0.001324735,0.000828836,0.000853999,0.002332896,0.001970949,0.000395297,0.000354169,0.084167116,0.001282503,0.001413987,0.009548308,12,0.31630063,0.023286614,1,0,,,
five,0.012115649,0.010798686,0.002483878,0.005525571,0.016225972,0.009331585,0.010248933,0.011463613,0.013458441,0.009205778,0.005130014,0.008483923,0.009539337,12,0.316283697,0.023262424,1,0,,,
exist,0.010457718,0.014753134,0.005464531,0.009946027,0.010247983,0.012997564,0.007883795,0.006324752,0.010270915,0.007013926,0.01090128,0.007776929,0.009503213,12,0.316215513,0.023165019,1,0,,,
particular,0.010585251,0.008669367,0.006789266,0.01519532,0.007685987,0.010997939,0.007095415,0.009882425,0.005666712,0.006575556,0.010260028,0.014139871,0.009461928,12,0.316137589,0.023053699,1,0,,,
associate,0.012498249,0.006692143,0.002152694,0.003039064,0.011386647,0.013997377,0.013402451,0.006324752,0.010625085,0.015342964,0.011542531,0.006362942,0.009447242,12,0.316109868,0.023014098,1,0,,,
employ,0.011222917,0.012319627,0.005630123,0.006906963,0.006831988,0.012997564,0.010643123,0.01185891,0.009562576,0.009644149,0.007053769,0.007069936,0.009311804,12,0.315854232,0.022648902,1,0,,,
comparison,0.009564986,0.008365179,0.005630123,0.006906963,0.024196625,0.011664481,0.006701226,0.01185891,0.008500068,0.009644149,0.005771266,0.002120981,0.009243746,12,0.315725774,0.022465392,1,0,,,
lesson,0.010075119,0.007148426,0.001655919,0.009946027,0.001992663,0.015330461,0.007095415,0.016997771,0.002833356,0.004822074,0.005130014,0.027572749,0.009216666,12,0.315674661,0.022392372,1,0,,,
improvement,0.01135045,0.011407062,0.006458082,0.015747877,0.002846662,0.012664294,0.009854743,0.01185891,0.010625085,0.004383704,0.008977524,0.004241961,0.009201363,12,0.315645776,0.022351109,1,0,,,
often,0.009883819,0.006692143,0.003808613,0.010222306,0.0193573,0.013330835,0.005912846,0.005138861,0.011333424,0.006575556,0.007695021,0.00989791,0.009154053,12,0.315556479,0.022223542,1,0,,,
key,0.012880848,0.011559156,0.005464531,0.01326137,0.004554659,0.006998689,0.005124467,0.003557673,0.009562576,0.007452297,0.011542531,0.017674839,0.009136136,12,0.315522662,0.022175231,1,0,,,
representation,0.010202652,0.010494497,0.003311837,0.006078128,0.000569332,0.013664106,0.007883795,0.021346038,0.020896,0.002630222,0.004488762,0.007776929,0.009111858,12,0.315476838,0.022109768,1,0,,,
achieve,0.010712784,0.011407062,0.006954858,0.017958105,0.004269993,0.008998314,0.007095415,0.011463613,0.006375051,0.007452297,0.008336273,0.007776929,0.009066724,12,0.315391648,0.021988069,1,0,,,
elementary,0.014666312,0.013992663,0.000827959,0.006354406,0.003985327,0.012664294,0.017344349,0.018974256,0.008145898,0.002191852,0.00384751,0.004241961,0.008936399,12,0.315145661,0.021636658,1,0,,,
lecture,0.016770609,0.008060991,0.005795715,0.022102283,0.000853999,0.009331585,0.003547708,0.002767079,0.003895864,0.01139763,0.019878804,0.002827974,0.008935853,12,0.315144631,0.021635187,1,0,,,
background,0.00465496,0.003954448,0.002980653,0.009117192,0.001138665,0.005998876,0.005124467,0.004743564,0.060917154,0.002191852,0.00384751,0.002120981,0.008899193,12,0.315075436,0.021536337,1,0,,,
basic,0.00688679,0.004562825,0.014903267,0.018786941,0.002561996,0.005665605,0.006701226,0.014625989,0.002479186,0.00043837,0.027573825,0.001413987,0.008883334,12,0.315045501,0.021493573,1,0,,,
intervention,0.016961909,0.005931672,0.000331184,0.001381393,0.001707997,0.020662795,0.010248933,0.013440098,0.012750102,0.01052089,0.00384751,0.008483923,0.0088557,12,0.314993344,0.021419062,1,0,,,
decision,0.007843289,0.008669367,0.004305388,0.006630685,0.013379311,0.020662795,0.006307036,0.004348267,0.018062644,0.004383704,0.00384751,0.007776929,0.00885141,12,0.314985246,0.021407495,1,0,,,
conclusion,0.003762228,0.005171202,0.001655919,0.003315342,0.00597799,0.005332334,0.004336087,0.007115346,0.057729628,0.002630222,0.004488762,0.004241961,0.008813085,12,0.314912908,0.021304154,1,0,,,
reflection,0.00950122,0.009734027,0.001159143,0.003591621,0.000284666,0.014330648,0.006307036,0.009487128,0.004604203,0.007890667,0.001282503,0.037470659,0.008803627,12,0.314895055,0.02127865,1,0,,,
technical,0.00688679,0.010646592,0.010763471,0.018234383,0.000569332,0.014330648,0.008277985,0.001581188,0.012750102,0.002630222,0.010260028,0.008483923,0.008784555,12,0.314859058,0.021227226,1,0,,,
previous,0.009692519,0.008821462,0.003643021,0.008012078,0.013094644,0.012997564,0.009066364,0.006720049,0.00708339,0.01139763,0.00384751,0.00989791,0.008689512,12,0.314679665,0.02097095,1,0,,,
principle,0.008098355,0.010342403,0.00712045,0.011603699,0.002846662,0.027328212,0.009854743,0.004348267,0.004250034,0.001753482,0.012183783,0.003534968,0.008605421,12,0.314520946,0.020744208,1,0,,,
in,0.012306949,0.010798686,0.003643021,0.006354406,0.001138665,0.010664668,0.013402451,0.006720049,0.004250034,0.009205778,0.008336273,0.016260852,0.008590153,12,0.314492126,0.020703037,1,0,,,
physical,0.008672254,0.00730052,0.011425838,0.006630685,0.001992663,0.003332709,0.011825692,0.013440098,0.003895864,0.005698815,0.018596301,0.009190916,0.008500196,12,0.314322335,0.020460479,1,0,,,
great,0.011222917,0.008365179,0.002980653,0.00939347,0.007685987,0.011997752,0.013402451,0.005929455,0.009916746,0.01052089,0.003206259,0.007069936,0.008474308,12,0.314273471,0.020390673,1,0,,,
receive,0.012434482,0.010342403,0.003311837,0.008564635,0.001992663,0.015663731,0.019315297,0.004348267,0.005666712,0.009205778,0.006412517,0.004241961,0.008458357,12,0.314243364,0.020347663,1,0,,,
difficulty,0.010457718,0.007908897,0.004139796,0.007183242,0.020780631,0.007331959,0.006307036,0.019369553,0.006375051,0.001753482,0.007053769,0.002827974,0.008457426,12,0.314241606,0.020345152,1,0,,,
contribute,0.009182387,0.010494497,0.002152694,0.0038679,0.004839325,0.01133121,0.012219882,0.007510643,0.014875119,0.009644149,0.003206259,0.012018891,0.008445246,12,0.314218618,0.020312311,1,0,,,
reading,0.016260476,0.018099206,0.000496776,0.00193395,0.006831988,0.017663357,0.025622333,0.006720049,0.002125017,0.003506963,0.000641252,0.001413987,0.008442946,12,0.314214276,0.020306109,1,0,,,
enable,0.009883819,0.018099206,0.010763471,0.018234383,0.001138665,0.005665605,0.004730277,0.002371782,0.002833356,0.002191852,0.013466287,0.011311897,0.008390883,12,0.314116008,0.020165726,1,0,,,
load,0.008991087,0.015969887,0.005133348,0.006630685,0.003415994,0.015663731,0.003547708,0.001185891,0.001416678,0.008767408,0.027573825,0.002120981,0.008368102,12,0.314073009,0.020104298,1,0,,,
guide,0.007779522,0.010798686,0.00447098,0.007735799,0.001992663,0.011997752,0.008672174,0.007510643,0.011333424,0.007013926,0.008977524,0.012018891,0.008358499,12,0.314054883,0.020078404,1,0,,,
observation,0.008353421,0.00912565,0.002318286,0.005249292,0.010532649,0.01133121,0.007883795,0.013440098,0.007791729,0.001753482,0.003206259,0.017674839,0.008221726,12,0.313796726,0.019709609,1,0,,,
without,0.009182387,0.012015439,0.007451634,0.011603699,0.008824652,0.009664856,0.008277985,0.007510643,0.003895864,0.001315111,0.01090128,0.007776929,0.008201706,12,0.31375894,0.019655629,1,0,,,
dimension,0.01154175,0.011559156,0.002815062,0.002210228,0.02163463,0.007331959,0.008277985,0.009487128,0.00672922,0.009205778,0.002565007,0.004948955,0.008192238,12,0.313741069,0.019630098,1,0,,,
effort,0.008736021,0.007756802,0.004967756,0.01132742,0.004839325,0.012664294,0.007489605,0.007510643,0.019125153,0.007452297,0.004488762,0.001413987,0.008147672,12,0.313656951,0.01950993,1,0,,,
idea,0.007396923,0.010646592,0.002980653,0.004420457,0.001138665,0.008998314,0.003941897,0.014625989,0.009916746,0.006575556,0.012825035,0.014139871,0.008133891,12,0.31363094,0.019472772,1,0,,,
age,0.012243182,0.007148426,0.000662367,0.00193395,0.008255319,0.007998501,0.0153734,0.020555444,0.002479186,0.003945334,0.000641252,0.016260852,0.008124768,12,0.313613719,0.019448171,1,0,,,
seek,0.009437453,0.007148426,0.000496776,0.004696735,0.001707997,0.00766523,0.009460554,0.004743564,0.01381261,0.014466223,0.001923755,0.0219168,0.00812301,12,0.313610402,0.019443432,1,0,,,
active,0.009182387,0.008213085,0.006292491,0.015747877,0.000284666,0.003999251,0.006307036,0.004743564,0.009208407,0.005698815,0.012183783,0.015553858,0.008117935,12,0.313600823,0.019429747,1,0,,,
useful,0.010649018,0.011102874,0.010763471,0.00939347,0.007970653,0.012997564,0.007883795,0.002371782,0.004250034,0.005698815,0.012183783,0.002120981,0.00811552,12,0.313596264,0.019423235,1,0,,,
nature,0.008225888,0.007908897,0.002152694,0.003591621,0.001992663,0.007331959,0.005518656,0.031623759,0.006020881,0.005698815,0.004488762,0.012725884,0.008106707,12,0.31357963,0.019399471,1,0,,,
phase,0.007715755,0.007148426,0.009273144,0.01132742,0.001423331,0.012997564,0.007489605,0.006720049,0.007791729,0.003068593,0.020520056,0.001413987,0.008074138,12,0.313518157,0.019311653,1,0,,,
structural,0.00930992,0.00547539,0.006458082,0.001657671,0.0193573,0.012664294,0.018132728,0.01185891,0.005666712,0.003945334,0.001282503,0.000706994,0.008042986,12,0.313459359,0.019227655,1,0,,,
importance,0.008991087,0.008821462,0.004967756,0.003591621,0.005123991,0.008331772,0.007489605,0.009487128,0.008854237,0.01095926,0.007695021,0.012018891,0.008027653,12,0.313430416,0.019186309,1,0,,,
carry,0.009564986,0.007756802,0.007286042,0.012432534,0.002561996,0.004332521,0.003941897,0.01976485,0.001062508,0.002630222,0.018596301,0.006362942,0.008024467,12,0.313424403,0.019177719,1,0,,,
less,0.011988116,0.007908897,0.002483878,0.003591621,0.011101981,0.010331397,0.008277985,0.005534158,0.010979254,0.014466223,0.003206259,0.006362942,0.008019393,12,0.313414825,0.019164036,1,0,,,
dynamic,0.011988116,0.011863345,0.020864574,0.010498584,0.000284666,0.009998126,0.007489605,0.002371782,0.003187525,0.004822074,0.010260028,0.002120981,0.007979117,12,0.313338806,0.019055438,1,0,,,
quantitative,0.010649018,0.010342403,0.001987102,0.004144178,0.004269993,0.011997752,0.013008261,0.00790594,0.013458441,0.007452297,0.001923755,0.008483923,0.007968589,12,0.313318934,0.019027048,1,0,,,
adopt,0.010521485,0.015969887,0.003146245,0.008840913,0.000569332,0.009664856,0.008277985,0.009882425,0.006020881,0.005260445,0.005130014,0.012018891,0.007941947,12,0.313268647,0.01895521,1,0,,,
personal,0.009564986,0.01095078,0.003477429,0.003591621,0.001423331,0.00766523,0.007095415,0.006720049,0.009208407,0.014466223,0.002565007,0.018381833,0.007925859,12,0.313238283,0.018911832,1,0,,,
usage,0.014411246,0.009886121,0.00447098,0.002762785,0.002561996,0.012331023,0.019315297,0.005138861,0.004604203,0.007890667,0.003206259,0.008483923,0.007921947,12,0.313230898,0.018901283,1,0,,,
consist,0.007205623,0.007148426,0.005630123,0.008564635,0.006547322,0.007998501,0.009460554,0.020555444,0.001770847,0.004822074,0.011542531,0.003534968,0.007898421,12,0.313186493,0.018837847,1,0,,,
lack,0.010011352,0.008365179,0.00264947,0.008012078,0.009963316,0.010331397,0.009460554,0.008301237,0.007437559,0.007013926,0.003206259,0.00989791,0.00788752,12,0.313165918,0.018808454,1,0,,,
possible,0.00892732,0.007756802,0.007782817,0.007459521,0.010532649,0.010331397,0.010248933,0.005929455,0.002833356,0.003506963,0.012183783,0.006362942,0.007821328,12,0.313040982,0.018629974,1,0,,,
attention,0.015877877,0.012623816,0.001987102,0.006078128,0.007116655,0.015330461,0.010643123,0.003557673,0.004604203,0.004383704,0.005130014,0.006362942,0.007807975,12,0.313015778,0.018593968,1,0,,,
total,0.010840318,0.011102874,0.003146245,0.003315342,0.012240646,0.006665418,0.011431502,0.016602474,0.002479186,0.010082519,0.002565007,0.002827974,0.007774959,12,0.31295346,0.018504944,1,0,,,
exercise,0.005292626,0.005323296,0.011757022,0.024865068,0.000284666,0.001999625,0.001576759,0.004348267,0.005666712,0.001315111,0.026291321,0.004241961,0.00774687,12,0.312900443,0.018429204,1,0,,,
life,0.009628753,0.01095078,0.00264947,0.005801849,0.001992663,0.009331585,0.011037313,0.015416583,0.006020881,0.007452297,0.007695021,0.004948955,0.007743846,12,0.312894735,0.01842105,1,0,,,
line,0.006185358,0.006083767,0.012419389,0.008288356,0.001423331,0.001999625,0.001970949,0.007510643,0.001416678,0.003506963,0.032703839,0.008483923,0.007666068,12,0.312747931,0.018211331,1,0,,,
select,0.006950557,0.010190309,0.006126899,0.005249292,0.011101981,0.009998126,0.007095415,0.013044801,0.00708339,0.004383704,0.005771266,0.004948955,0.007662058,12,0.312740362,0.018200517,1,0,,,
mode,0.011796816,0.010798686,0.00712045,0.008012078,0.009963316,0.008331772,0.008277985,0.000395297,0.003895864,0.006137186,0.007695021,0.009190916,0.007634616,12,0.312688565,0.018126521,1,0,,,
mixed,0.008480954,0.006235861,0.000331184,0.003591621,0.008255319,0.014663919,0.013402451,0.004743564,0.009916746,0.009205778,0.006412517,0.006362942,0.007633571,12,0.312686594,0.018123706,1,0,,,
objective,0.007970822,0.010190309,0.007782817,0.018234383,0.003131328,0.003332709,0.007883795,0.003557673,0.003895864,0.006575556,0.01474879,0.004241961,0.007628834,12,0.312677652,0.018110932,1,0,,,
share,0.012817081,0.019315959,0.005464531,0.004696735,0.001423331,0.012997564,0.002759328,0.002767079,0.002479186,0.014027853,0.000641252,0.012018891,0.007617399,12,0.312656069,0.018080099,1,0,,,
able,0.008225888,0.008060991,0.005630123,0.010498584,0.002561996,0.007998501,0.004730277,0.009487128,0.003187525,0.004822074,0.013466287,0.012725884,0.007616272,12,0.312653941,0.018077058,1,0,,,
alternative,0.005611459,0.002585601,0.00447098,0.004696735,0.016795305,0.005665605,0.004730277,0.026089601,0.004250034,0.003068593,0.007695021,0.005655949,0.007609597,12,0.312641342,0.01805906,1,0,,,
fit,0.006121591,0.004106542,0.000496776,0.000828836,0.057502569,0.002332896,0.004336087,0.005138861,0.003895864,0.002630222,0.003206259,0.000706994,0.007608625,12,0.312639508,0.018056439,1,0,,,
common,0.006950557,0.005323296,0.004305388,0.006906963,0.016225972,0.005332334,0.008277985,0.008301237,0.011687593,0.002630222,0.01090128,0.004241961,0.007590399,12,0.312605107,0.018007295,1,0,,,
space,0.007907055,0.007452614,0.005464531,0.006630685,0.001423331,0.005998876,0.001970949,0.003162376,0.004250034,0.006575556,0.008977524,0.031107717,0.007576771,12,0.312579383,0.017970548,1,0,,,
distance,0.009883819,0.011407062,0.009935511,0.010498584,0.002846662,0.005998876,0.003941897,0.004348267,0.003541695,0.018411557,0.005130014,0.004948955,0.007574408,12,0.312574925,0.017964178,1,0,,,
accord,0.010202652,0.010190309,0.007782817,0.004696735,0.002277329,0.004665792,0.007883795,0.02490371,0.004604203,0.002191852,0.007695021,0.003534968,0.007552432,12,0.312533445,0.017904921,1,0,,,
would,0.00911862,0.009734027,0.002483878,0.008564635,0.006547322,0.008998314,0.009066364,0.004348267,0.005666712,0.007452297,0.008977524,0.008483923,0.00745349,12,0.312346693,0.017638133,1,0,,,
early,0.00892732,0.003346072,0.001987102,0.008012078,0.005693324,0.006665418,0.010643123,0.005929455,0.006020881,0.007890667,0.005130014,0.019088826,0.007444523,12,0.312329769,0.017613955,1,0,,,
competence,0.011924349,0.009886121,0.004305388,0.002210228,0.003131328,0.005332334,0.014190831,0.014625989,0.010979254,0.003068593,0.003206259,0.006362942,0.007435301,12,0.312312362,0.017589089,1,0,,,
observe,0.008672254,0.006540049,0.004305388,0.005801849,0.010247983,0.004999063,0.011431502,0.013044801,0.006375051,0.000876741,0.007695021,0.008483923,0.007372802,12,0.312194396,0.017420566,1,0,,,
therefore,0.008799787,0.011863345,0.006954858,0.007735799,0.006831988,0.006665418,0.006701226,0.011463613,0.002833356,0.004822074,0.01090128,0.002827974,0.007366726,12,0.312182928,0.017404183,1,0,,,
innovation,0.006950557,0.007452614,0.00182151,0.006630685,0.000284666,0.014330648,0.007489605,0.007115346,0.015937627,0.003506963,0.001923755,0.014846865,0.00735757,12,0.312165646,0.017379494,1,0,,,
investigation,0.007460689,0.008213085,0.002318286,0.002486507,0.007116655,0.01499719,0.008672174,0.009487128,0.008500068,0.005698815,0.00384751,0.009190916,0.007332419,12,0.312118173,0.017311675,1,0,,,
via,0.009054854,0.010342403,0.008776368,0.004144178,0.006262656,0.006665418,0.013402451,0.007115346,0.001770847,0.008767408,0.006412517,0.004241961,0.007246367,12,0.311955752,0.017079646,1,0,,,
build,0.008289655,0.010342403,0.006126899,0.01519532,0.000853999,0.005665605,0.005912846,0.00395297,0.006375051,0.006137186,0.012183783,0.005655949,0.007224305,12,0.311914111,0.017020158,1,0,,,
range,0.006950557,0.004106542,0.003477429,0.009946027,0.011671313,0.007331959,0.004336087,0.005929455,0.005666712,0.006137186,0.009618776,0.011311897,0.007206995,12,0.311881438,0.016973483,1,0,,,
conclude,0.007460689,0.009429838,0.003146245,0.003039064,0.005408657,0.013664106,0.007095415,0.010673019,0.003187525,0.007890667,0.001282503,0.013432878,0.007142551,12,0.3117598,0.016799714,1,0,,,
end,0.006121591,0.007148426,0.004305388,0.010774863,0.00370066,0.006332147,0.006307036,0.009487128,0.001416678,0.01139763,0.011542531,0.006362942,0.007074752,12,0.31163183,0.016616901,1,0,,,
thus,0.010712784,0.012471721,0.009107552,0.006906963,0.006831988,0.004999063,0.002365138,0.008301237,0.003187525,0.003945334,0.009618776,0.006362942,0.007067585,12,0.311618304,0.016597578,1,0,,,
answer,0.011286684,0.007452614,0.00264947,0.0038679,0.009393984,0.007998501,0.008277985,0.012649504,0.011333424,0.003068593,0.004488762,0.002120981,0.007049033,12,0.311583287,0.016547553,1,0,,,
member,0.007141856,0.01095078,0.002152694,0.0038679,0.004554659,0.009664856,0.008672174,0.001581188,0.017354305,0.015342964,0.002565007,0.000706994,0.007046281,12,0.311578093,0.016540133,1,0,,,
incorporate,0.006631724,0.00912565,0.004305388,0.011051142,0.006831988,0.006665418,0.005912846,0.007115346,0.004604203,0.003068593,0.007053769,0.011311897,0.006973164,12,0.311440085,0.016342978,1,0,,,
relation,0.009692519,0.008821462,0.00264947,0.002486507,0.00597799,0.008998314,0.005518656,0.012649504,0.004250034,0.01052089,0.001923755,0.00989791,0.006948917,12,0.31139432,0.0162776,1,0,,,
emerge,0.007269389,0.010646592,0.001490327,0.003039064,0.001423331,0.012997564,0.007489605,0.002371782,0.007791729,0.01052089,0.003206259,0.014846865,0.00692445,12,0.311348138,0.016211625,1,0,,,
successful,0.00707809,0.008213085,0.002980653,0.010498584,0.001707997,0.008998314,0.006307036,0.004743564,0.005312542,0.009205778,0.009618776,0.007776929,0.006870112,12,0.311245577,0.01606511,1,0,,,
finally,0.007715755,0.00912565,0.007451634,0.008564635,0.005693324,0.005665605,0.008277985,0.004743564,0.004958373,0.004383704,0.01090128,0.004241961,0.006810289,12,0.311132661,0.015903802,1,0,,,
adaptive,0.01135045,0.018099206,0.006292491,0.002762785,0.017933969,0.009998126,0.004336087,0.000790594,0.001416678,0.00043837,0.007053769,0.000706994,0.00676496,12,0.311047103,0.015781576,1,0,,,
draw,0.007141856,0.005931672,0.003477429,0.003039064,0.004839325,0.008998314,0.005124467,0.010673019,0.00708339,0.006137186,0.004488762,0.014139871,0.006756196,12,0.311030562,0.015757946,1,0,,,
presentation,0.01135045,0.009734027,0.002815062,0.009669749,0.003415994,0.007998501,0.004730277,0.005929455,0.001062508,0.000876741,0.008977524,0.014139871,0.006725013,12,0.310971705,0.015673864,1,0,,,
available,0.007907055,0.005627484,0.010763471,0.010222306,0.006547322,0.005998876,0.001970949,0.001976485,0.004250034,0.004822074,0.015390042,0.004948955,0.006702088,12,0.310928433,0.015612047,1,0,,,
processing,0.006950557,0.002889789,0.011757022,0.014366484,0.000569332,0.005665605,0.004336087,0.001185891,0.001416678,0.003506963,0.026932573,0.000706994,0.006690331,12,0.310906243,0.015580347,1,0,,,
step,0.00688679,0.005323296,0.01159143,0.010774863,0.005123991,0.002999438,0.004336087,0.004348267,0.007791729,0.002630222,0.01474879,0.003534968,0.006674156,12,0.310875712,0.015536732,1,0,,,
illustrate,0.003060796,0.00547539,0.007782817,0.006906963,0.0193573,0.005998876,0.002759328,0.000790594,0.004604203,0.003068593,0.011542531,0.007776929,0.006593693,12,0.31072384,0.015319772,1,0,,,
read,0.012434482,0.012319627,0.000993551,0.001105114,0.004269993,0.015663731,0.018921107,0.005929455,0.002125017,0.003945334,0.000641252,0.000706994,0.006587971,12,0.31071304,0.015304343,1,0,,,
six,0.008034588,0.008669367,0.00264947,0.002486507,0.008824652,0.009331585,0.007489605,0.005534158,0.007437559,0.007013926,0.004488762,0.007069936,0.006585843,12,0.310709023,0.015298604,1,0,,,
statistical,0.004081061,0.006540049,0.001987102,0.005525571,0.033021277,0.004332521,0.005124467,0.005138861,0.005312542,0.000876741,0.005130014,0.001413987,0.006540349,12,0.310623154,0.015175935,1,0,,,
far,0.010075119,0.009581932,0.002980653,0.006078128,0.004839325,0.007998501,0.008672174,0.004348267,0.005312542,0.005698815,0.007053769,0.005655949,0.006524598,12,0.310593424,0.015133462,1,0,,,
call,0.007970822,0.010038215,0.010763471,0.008564635,0.002277329,0.008665043,0.006307036,0.003162376,0.00708339,0.003068593,0.00384751,0.006362942,0.00650928,12,0.310564512,0.015092159,1,0,,,
analyze,0.02210747,0.027597056,0.014665395,0.019097128,0.01506513,0.028795743,0.028524697,0.019212193,0.031749009,0.016097598,0.007618372,0,0.020957254,11,0.310562111,0.054049769,0.909090909,0,,,
discipline,0.005356392,0.00182513,0.002318286,0.011051142,0.000284666,0.004665792,0.003547708,0.001581188,0.017708475,0.016219705,0.008336273,0.004948955,0.006486976,12,0.310522413,0.015032018,1,0,,,
appropriate,0.00892732,0.008973556,0.002980653,0.004420457,0.008255319,0.010331397,0.008672174,0.006720049,0.003187525,0.001753482,0.006412517,0.007069936,0.006475365,12,0.310500498,0.015000712,1,0,,,
stage,0.005292626,0.007756802,0.003808613,0.004973014,0.003985327,0.006998689,0.008277985,0.007115346,0.006375051,0.008329038,0.007695021,0.007069936,0.00647312,12,0.310496261,0.014994658,1,0,,,
simple,0.003825994,0.001673036,0.014737675,0.009117192,0.005408657,0.001999625,0.002365138,0.002767079,0.000708339,0.001315111,0.032062587,0.001413987,0.006449535,12,0.310451744,0.014931063,1,0,,,
similar,0.009437453,0.005323296,0.004139796,0.010774863,0.011671313,0.004999063,0.005124467,0.006324752,0.003541695,0.005260445,0.007053769,0.003534968,0.006432157,12,0.310418942,0.014884203,1,0,,,
generate,0.005802758,0.00912565,0.009273144,0.004420457,0.011101981,0.008665043,0.004730277,0.001976485,0.006020881,0.003945334,0.007053769,0.004948955,0.006422061,12,0.310399887,0.014856982,1,0,,,
transfer,0.005866525,0.004714919,0.005630123,0.008012078,0.000569332,0.00766523,0.01497921,0.006720049,0.007791729,0.001315111,0.01090128,0.002827974,0.00641613,12,0.310388692,0.014840989,1,0,,,
choice,0.009246153,0.005019107,0.002815062,0.005801849,0.014802641,0.003332709,0.008277985,0.005534158,0.010270915,0.005260445,0.001923755,0.004241961,0.006377228,12,0.310315266,0.014736094,1,0,,,
especially,0.007779522,0.008669367,0.003477429,0.004144178,0.008824652,0.00766523,0.008277985,0.008301237,0.004604203,0.003945334,0.007695021,0.002827974,0.006351011,12,0.310265781,0.014665402,1,0,,,
relevant,0.008480954,0.007756802,0.003808613,0.005249292,0.003985327,0.01133121,0.004730277,0.004743564,0.00672922,0.005260445,0.003206259,0.010604903,0.006323906,12,0.31021462,0.014592314,1,0,,,
category,0.00669549,0.00547539,0.000662367,0.000276279,0.019641967,0.002999438,0.006307036,0.014625989,0.009562576,0.004822074,0.001282503,0.003534968,0.00632384,12,0.310214496,0.014592137,1,0,,,
final,0.007524456,0.005171202,0.004802164,0.014090205,0.003415994,0.006665418,0.004730277,0.004743564,0.002833356,0.006575556,0.012183783,0.002827974,0.006296996,12,0.310163828,0.014519754,1,0,,,
